complaint_id,timestamp,text_length,gemini_analysis,risk_score
16108072,2025-12-03T21:00:28.048006,370,"{""scam_probability"": 95, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""wire_fraud"", ""subcategory"": ""N/A""}, ""red_flags"": {""communication"": [""Instructions re-routed to a fraudulent account due to a hacked internal email system.""], ""financial"": [""Wire transfer to a fraudulent account."", ""Beneficiary account name was correct, but the bank changed.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""N/A"", ""explanation"": ""The user was instructed to make a wire transfer for a car, but the funds were rerouted to a fraudulent account due to a hacked email system. This indicates a significant risk of complete financial loss.""}, ""confidence"": 90}",95
17186864,2025-12-03T21:00:28.457715,1343,"{""scam_probability"": 100, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""service scams"", ""subcategory"": ""N/A""}, ""red_flags"": {""communication"": [""stopped responding all together"", ""denied reuests to speak to the actual XXXX""], ""financial"": [""asked to provide {[AMOUNT]} in advance for an {[AMOUNT]} contract"", ""made a series of XXXX transfers to XXXX XXXX XXXX XXXX XXXX XXXX"", ""Bank of America and XXXX XXXX XXXX XXXX XXXX XXXX our claim twice even after we showed that this was a case of fraudulent inducement"", ""continues to use XXXX to collect advance payments and disappears after receiving the payments""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": [""home repair of an outside deck that required a make safe building permit"", ""stalled us for about XXXX weeks with various excuses""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The user paid a significant advance amount for a service that was never rendered, and the scammer has disappeared. The banks' denial of claims exacerbates the financial loss and potential for ongoing fraud.""}, ""confidence"": 100}",100
15792287,2025-12-03T21:00:29.482382,664,"{""scam_probability"": 95, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""service scams"", ""subcategory"": ""N/A""}, ""red_flags"": {""communication"": [""Told to contact Apple after Wells Fargo denied claim for fraudulent transaction.""], ""financial"": [""Involved financial transactions for a puppy, including vaccinations and prep."", ""Attempted to recover funds through Wells Fargo, which was denied despite claims of fraud."", ""Contacted Apple customer service who also rejected the request.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""[AMOUNT]"", ""explanation"": ""The complaint mentions multiple financial transactions related to purchasing a puppy, indicating a potential for significant monetary loss. The inability to recover funds from Wells Fargo further emphasizes the financial risk.""}, ""confidence"": 98}",95
17224078,2025-12-03T21:00:30.271115,3012,"{""scam_probability"": 95, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Deposit Scam""}, ""red_flags"": {""communication"": [""Contacted by what appeared to be the banks fraud department, mirroring legitimate messages.""], ""financial"": [""Scammed into depositing a cashier's check for a fraudulent account."", ""Funds were processed despite being reported as fraudulent."", ""Bank representative advised they could not stop or reverse the transaction while pending."", ""Advised to take the loss due to authorization of transfer."", ""Mention of a 'legal loophole' and scammers potentially being out of the country.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The complainant was defrauded into depositing a cashier's check into a fraudulent account, resulting in a loss of {[AMOUNT]}. The bank's failure to act while the transaction was pending and their subsequent dismissal of the case indicate a high risk of permanent loss.""}, ""confidence"": 98}",95
17187709,2025-12-03T21:00:30.376530,535,"{""scam_probability"": 0, ""is_job_related"": false, ""category"": ""not_scam_irrelevant"", ""scam_type"": {""primary_category"": ""N/A"", ""subcategory"": ""N/A""}, ""red_flags"": {""communication"": [], ""financial"": [], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""N/A"", ""potential_loss"": ""N/A"", ""explanation"": ""N/A""}, ""confidence"": 100}",0
17043107,2025-12-03T21:00:31.857094,1334,"{""scam_probability"": 95, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Wire Fraud""}, ""red_flags"": {""communication"": [""Received a suspicious phone call claiming to be from the bank."", ""Scammers provided details about suspicious transactions to gain trust.""], ""financial"": [""Victim was instructed to initiate transactions to 'start a legal process' for dispute."", ""Scammers induced victim to transfer funds from an old external account.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim lost funds due to a fraudulent phone call where scammers impersonated their bank and guided them through a process that resulted in stolen money.""}, ""confidence"": 98}",95
17055813,2025-12-03T21:00:32.132389,923,"{""scam_probability"": 85, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Wire Fraud""}, ""red_flags"": {""communication"": [""Conflicting information from multiple financial institutions."", ""Lack of clear resolution despite repeated contact.""], ""financial"": [""Money sent to multiple accounts."", ""Allegations of money disappearing without explanation."", ""Deductions from bank account with no apparent received funds.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""Multiple amounts totaling at least {[AMOUNT]}"", ""explanation"": ""The consumer has sent money multiple times and is unable to trace its whereabouts, with banks denying receipt or involvement. This suggests a potential for significant financial loss due to fraudulent activity.""}, ""confidence"": 95}",85
17035302,2025-12-03T21:00:33.271426,1876,"{""scam_probability"": 0, ""is_job_related"": false, ""category"": ""not_scam_irrelevant"", ""scam_type"": {""primary_category"": null, ""subcategory"": null}, ""red_flags"": {""communication"": [], ""financial"": [], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""N/A"", ""potential_loss"": ""N/A"", ""explanation"": ""The complaint describes a financial transaction that was fraudulent, but the complaint itself is not about a scam being perpetrated against the user. It's a complaint about a bank's handling of a situation, not an attempt to defraud the user.""}, ""confidence"": 100}",0
17249374,2025-12-03T21:00:33.549629,1558,"{""scam_probability"": 100, ""is_job_related"": false, ""category"": ""scam_other"", ""scam_type"": {""primary_category"": ""scam_other"", ""subcategory"": ""Unknown""}, ""red_flags"": {""communication"": [""Unusual requests to wire money after receiving a check."", ""Assurances that problems would be resolved by the next business day which were not met.""], ""financial"": [""Issuance of a cashier's check for an amount greater than the agreed-upon retainer."", ""Request to wire a portion of the received funds elsewhere."", ""The cashier's check was later discovered to be bad, leading to an overdraft."", ""Issuance of a new, unrequested cashier's check.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim was defrauded out of a significant amount of money through a bad check scheme, and their bank account was overdrawn.""}, ""confidence"": 100}",100
17218217,2025-12-03T21:00:34.090356,1370,"{""scam_probability"": 0, ""is_job_related"": false, ""category"": ""not_scam_irrelevant"", ""scam_type"": {}, ""red_flags"": {""communication"": [], ""financial"": [], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": []}, ""financial_risk"": {""level"": ""N/A"", ""potential_loss"": ""N/A"", ""explanation"": ""N/A""}, ""confidence"": 100}",0
