complaint_id,timestamp,text_length,gemini_analysis,risk_score
17186864,2025-12-03T19:50:41.140318,1343,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Advance Fee Fraud""}, ""red_flags"": {""communication"": [""Stalled with various excuses and then stopped responding all together.""], ""financial"": [""Asked to provide {[AMOUNT]} in advance for an {[AMOUNT]} contract."", ""Made a series of XXXX transfers to XXXX XXXX XXXX XXXX XXXX XXXX.""], ""job_posting"": [], ""hiring_process"": [""Signed a contract XXXX XXXXXXXX XXXX.""], ""work_activity"": [""Stalled us for about XXXX weeks with various excuses and then stopped responding all together."", ""Continues to use XXXX to collect advance payments and disappears after receiving the payments.""]}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim paid a significant amount upfront for services that were never rendered. The scammer has disappeared with the funds.""}, ""victim_profile"": {""vulnerability_factors"": [""Seeking remote/work-from-home opportunities""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Continue to pursue claim with the bank, providing all evidence of fraudulent inducement and the scammer's history."", ""Escalate the complaint to higher authorities within the banks involved if initial claims are denied again."", ""Gather all communication records, contract details, and proof of payment.""], ""verification_steps"": [""Verify the scammer's conviction in Pennsylvania through official court records."", ""Attempt to find other victims of this scammer to corroborate the fraudulent activity.""], ""reporting"": [""Report the scam to the Federal Trade Commission (FTC)."", ""Report the scam to the Consumer Financial Protection Bureau (CFPB)."", ""Report the scam to local law enforcement in the area where the scammer operates."", ""Report to the Pennsylvania Attorney General's office, given the reported conviction.""]}, ""confidence"": 98}",95
16108072,2025-12-03T19:50:44.596579,370,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Wire Fraud/Impersonation Scam""}, ""red_flags"": {""communication"": [""Communication appeared to come from a legitimate internal email system but was re-routed to a fraudulent account, indicating an impersonation or phishing attempt.""], ""financial"": [""Instructed to make a wire transfer for a significant purchase (new car)."", ""The beneficiary account name was correct, which is a common tactic to create a false sense of security and legitimacy."", ""The banking institution for the beneficiary account was changed from the expected bank to Citi Bank, a subtle but critical alteration.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": [""Involved in a transaction that involved receiving and acting upon instructions to send money to an unknown or fraudulent account, even if the intent was ostensibly a purchase.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""The full amount of the wire transfer"", ""explanation"": ""The victim was instructed to send money via wire transfer, which is typically irreversible. If the fraudulent account was indeed not associated with the legitimate seller, the entire sum is likely lost.""}, ""victim_profile"": {""vulnerability_factors"": [""Seeking to make a significant purchase (new car), potentially indicating a need or desire for a large transaction."", ""Reliance on internal email systems, which can be vulnerable to hacking or spoofing.""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Contact the bank immediately to report the fraudulent wire transfer and inquire about any possibility of recall or recovery."", ""Do NOT send any further funds or provide any additional personal information related to this transaction.""], ""verification_steps"": [""Verify the legitimacy of the car buying service and the dealership directly through independently found contact information (phone numbers, official websites)."", ""Confirm payment instructions with the car dealership through a verified channel (e.g., by calling them on a known, legitimate number) before making any payments."", ""Be wary of any communication that requests urgent action or deviates from established payment procedures.""], ""reporting"": [""File a complaint with the Federal Trade Commission (FTC) at ReportFraud.ftc.gov."", ""Report the incident to local law enforcement."", ""Contact the bank that handled the wire transfer to initiate a fraud investigation.""]}, ""confidence"": 95}",95
15792287,2025-12-03T19:50:44.718415,664,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 15.346032562s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 15\n}\n]""}",0
17224078,2025-12-03T19:50:44.845201,3012,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 15.222198942s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 15\n}\n]""}",0
17187709,2025-12-03T19:50:44.968806,535,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 15.098495794s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 15\n}\n]""}",0
17043107,2025-12-03T19:50:50.238698,1334,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Impersonation Scam (Bank)""}, ""red_flags"": {""communication"": [""Contact from a phone number that mimicked the legitimate bank number (spoofed number).""], ""financial"": [""Request to initiate transfers to 'dispute' fraudulent transactions (a common money mule tactic)."", ""Request to send funds even if the victim stated they didn't have the money, claiming it was needed to 'start the legal process'."", ""Instructed to use an old external account with no funds, which is a common method to avoid immediate detection or immediate loss by the victim, but still involves the victim facilitating a fraudulent transaction."", ""Stolen funds through the fraudulent transfers.""], ""job_posting"": [], ""hiring_process"": [], ""work_activity"": [""Instructed to move money between accounts (even if it was to an account they didn't have funds in, the action itself is moving money)."", ""The core of the scam involved facilitating fraudulent transfers which is a form of money movement/laundering."", ""Victim was walked through their banking app to perform these transactions.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""{[AMOUNT]} + {[AMOUNT]}"", ""explanation"": ""The victim lost a significant amount of money through fraudulent wire and other transfers and is now being pursued by their bank for those funds. The scam directly resulted in the loss of the victim's own money.""}, ""victim_profile"": {""vulnerability_factors"": [""Employment desperation (implied by seeking help after a financial loss)."", ""Limited job search experience (implied by falling for such a direct impersonation scam without verification)."", ""Seeking remote/work-from-home opportunities (while not explicitly stated as the initial pursuit, the nature of these scams often targets individuals looking for flexible work).""], ""risk_level"": ""High""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Contact USAA immediately to report the fraud again and explain the full extent of the interaction."", ""File a police report with local law enforcement detailing the scam."", ""Do not send any further money or perform any further transactions as instructed by the scammers."", ""Secure all financial accounts by changing passwords and enabling multi-factor authentication."", ""Monitor all bank and credit card statements for any further suspicious activity.""], ""verification_steps"": [""Always verify unsolicited calls from financial institutions by hanging up and calling the institution back using a known, legitimate phone number (from their website or the back of a card)."", ""Never click on links or download attachments from suspicious emails or texts, even if they appear to be from legitimate companies."", ""Be wary of any requests to send money or perform financial transactions to 'resolve' an issue."", ""Understand that legitimate banks will not ask you to initiate transfers to protect your account or dispute fraud.""], ""reporting"": [""Report the scam to the Federal Trade Commission (FTC) at ReportFraud.ftc.gov."", ""Report the scam to the FBI's Internet Crime Complaint Center (IC3).""]}, ""confidence"": 98}",95
17055813,2025-12-03T19:50:50.358238,923,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 9.709447311s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 9\n}\n]""}",0
17249374,2025-12-03T19:50:50.475302,1558,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 9.588685283s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 9\n}\n]""}",0
17035302,2025-12-03T19:50:50.599436,1876,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 9.467971507s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 9\n}\n]""}",0
17218217,2025-12-03T19:50:50.714897,1370,"{""scam_probability"": 0, ""red_flags"": {}, ""financial_risk"": {""level"": ""Unknown""}, ""scam_type"": {""primary_category"": ""Unknown"", ""subcategory"": ""Unknown""}, ""victim_profile"": {""risk_level"": ""Unknown""}, ""recommendations"": {}, ""confidence"": 0, ""error"": ""429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-2.5-flash-lite\nPlease retry in 9.346126007s. [links {\n  description: \""Learn more about Gemini API quotas\""\n  url: \""https://ai.google.dev/gemini-api/docs/rate-limits\""\n}\n, violations {\n  quota_metric: \""generativelanguage.googleapis.com/generate_content_free_tier_requests\""\n  quota_id: \""GenerateRequestsPerMinutePerProjectPerModel-FreeTier\""\n  quota_dimensions {\n    key: \""model\""\n    value: \""gemini-2.5-flash-lite\""\n  }\n  quota_dimensions {\n    key: \""location\""\n    value: \""global\""\n  }\n  quota_value: 15\n}\n, retry_delay {\n  seconds: 9\n}\n]""}",0
