complaint_id,timestamp,text_length,gemini_analysis,risk_score
11310670,2025-12-03T15:35:23.960572,1541,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Advance Fee Scam""}, ""red_flags"": {""communication"": [""Contacted by a company claiming to be XXXX, a legitimate employer."", ""Communicated with alleged representatives of XXXX throughout the process.""], ""financial"": [""Expected compensation but was never paid."", ""Scammed out of a significant amount of money."", ""Funds were transferred through transactions that were part of the scam."", ""Convenced to send money under false pretenses."", ""Bank claim denied due to 'inconsistencies'.""], ""job_posting"": [""Remote work offered."", ""Job involved completing sets and reviewing albums and singles.""], ""hiring_process"": [""Performed tasks requested before payment.""], ""work_activity"": [""Completed sets and reviewed albums and singles.""]}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""Approximately {[AMOUNT]}"", ""explanation"": ""The victim lost a significant amount of money due to fraudulent transactions, and their bank claim was denied, indicating a high risk of permanent financial loss.""}, ""victim_profile"": {""vulnerability_factors"": [""Belief in a legitimate job offer."", ""Trust in communication from alleged company representatives."", ""Desire for remote work."", ""Lack of understanding regarding the bank's decision on inconsistencies.""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Moderate"", ""recommendations"": {""immediate_actions"": [""Gather all communication records with the scammers."", ""Collect all transaction details, including bank statements and reference numbers."", ""Obtain any documentation related to the alleged job tasks."", ""Seek clarification from Santander bank regarding the specific 'inconsistencies' that led to the claim denial."", ""Follow up with law enforcement regarding the initial report.""], ""verification_steps"": [""Verify the authenticity of the alleged company (XXXX) through independent means (e.g., official website, public business registries)."", ""Research common job scam tactics, particularly those involving advance fees or payment processing.""], ""reporting"": [""Consider filing a complaint with the FBI's Internet Crime Complaint Center (IC3)."", ""If the scam involves international elements, explore reporting options with relevant international agencies."", ""If Santander's denial seems unfounded, consider consulting with a consumer protection lawyer or an ombudsman service.""]}, ""confidence"": 98}",95
11258229,2025-12-03T15:35:24.281904,1219,"{""scam_probability"": 98, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check/Advance Fee Scam""}, ""red_flags"": {""communication"": [""Pushy for immediate fund transfer."", ""Insistence on depositing a check due to 'nature of work environment and holidays' - a common tactic to rush victims before they realize the check is fake.""], ""financial"": [""Receipt of a check for what seems like equipment purchase."", ""Instructions to transfer funds to a fake vendor."", ""Use of a fake check to launder money or obtain an advance fee.""], ""job_posting"": [], ""hiring_process"": [""Official-looking documentation from a known company (Assurant) that was fabricated."", ""Contact from someone impersonating an HR person.""], ""work_activity"": [""The nature of the work involved depositing a check and then transferring funds, a hallmark of fake check scams.""]}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim has already lost the specified amount and may incur further losses if the bank reverses provisional credits for the fraudulent check.""}, ""victim_profile"": {""vulnerability_factors"": [""Seeking employment in a challenging economy."", ""Trusting the official appearance of documentation."", ""Following bank advice to deposit a questionable check."", ""Believing the urgency presented by the scammer.""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Contact the bank immediately to report the fraudulent transaction and inquire about any potential for chargebacks or fraud recovery, even though PayPal stated nothing could be done."", ""Review all communications and documentation to ensure all evidence is preserved and organized.""], ""verification_steps"": [""Continue to work with the government agencies (FBI IC3, FTC, DFPI) to see if further action can be taken."", ""If the bank provided provisional credit for the fraudulent check, be aware that this credit may be reversed once the check is confirmed as fraudulent, leading to further financial loss.""], ""reporting"": [""Continue to cooperate with the government agencies already contacted."", ""Consider filing a police report with local law enforcement, as this may be a requirement for some recovery processes or for insurance claims if applicable.""]}, ""confidence"": 99}",98
11629506,2025-12-03T15:35:27.724474,1669,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check Scam""}, ""red_flags"": {""communication"": [""Communication solely via email/text with no formal interviews."", ""Unusual urgency for purchasing materials."", ""Sender of materials insisted on the victim sending money from savings."", ""Unresponsive after the victim discovered the fraud.""], ""financial"": [""Promise of receiving checks to deposit and purchase materials."", ""Checks were for amounts larger than needed for materials."", ""Request to send personal savings to the 'employer'."", ""Victim's bank account depleted and went into negative balance.""], ""job_posting"": [""Internship offer received via college email without a formal application process.""], ""hiring_process"": [""No interviews or formal vetting process."", ""Hiring facilitated through third-party introductions via email/text."", ""Urgency to proceed with purchases and fund transfers.""], ""work_activity"": [""No actual work performed.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""All savings, overdraft charges, potential debt from negative balance."", ""explanation"": ""The victim lost all their savings, the value of the fake checks, and incurred significant overdraft fees, leading to a critical financial situation.""}, ""victim_profile"": {""vulnerability_factors"": [""Student needing to pay off bills."", ""Lack of experience with formal hiring processes."", ""Trust in communication received via college email."", ""Urgency due to financial need.""], ""risk_level"": ""High""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Continue to cooperate with any ongoing investigations by law enforcement."", ""Change all online banking passwords and enable two-factor authentication."", ""Monitor credit reports for any fraudulent activity.""], ""verification_steps"": [""Always verify job offers through official company websites or by calling a known company HR department."", ""Never accept or deposit checks for a job that has not been formally vetted and approved."", ""Be wary of any job that requires you to send money from your own account to your employer or a third party."", ""Understand that legitimate employers do not ask you to use your personal savings for business expenses, especially early in employment.""], ""reporting"": [""Continue to provide any new information to the sheriff's department and bank."", ""Consider filing a complaint with the FBI's Internet Crime Complaint Center (IC3).""]}, ""confidence"": 98}",95
11338911,2025-12-03T15:35:27.972142,1428,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check/Advance Fee Scam""}, ""red_flags"": {""communication"": [""Communication shifted from email to texting without proper onboarding or verification."", ""Lack of response from the contact person after the scam became apparent.""], ""financial"": [""Request for payment for 'materials for internship' which is highly unusual for legitimate internships."", ""Sending digital checks for the victim to deposit and then use the funds."", ""Checks were for an amount that required the victim to pay out of pocket due to processing delays."", ""Issuing a 'reimbursement' check for the money the victim paid out of pocket."", ""Sudden notification of a 'low balance' after a period of these transactions."", ""Checks were ultimately discovered to be fake.""], ""job_posting"": [""An 'XXXX XXXX over the summer' sounds vague and potentially unverified.""], ""hiring_process"": [""Hiring process moved very quickly from initial contact to discussing payments for materials."", ""Reliance on text messages for financial transactions and further communication.""], ""work_activity"": [""The described 'work activity' seems to be a series of financial transactions rather than actual work."", ""The scam culminates in a balance discrepancy, not a performance evaluation.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""All savings"", ""explanation"": ""The victim lost all their savings due to the fake check scam, which is a significant financial loss.""}, ""victim_profile"": {""vulnerability_factors"": [""Desire for summer employment/internship."", ""Trusting the communication and process presented by the scammer.""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Continue to cooperate fully with any ongoing investigations by law enforcement and financial institutions."", ""Ensure all bank accounts are monitored closely for any further suspicious activity.""], ""verification_steps"": [""Contact the bank to inquire about the specific process for reporting and potentially recovering funds from fraudulent checks, even if immediate reimbursement is unlikely."", ""Gather all communication logs (emails, texts), bank statements showing deposits and withdrawals, and any documentation related to the 'materials' or 'reimbursement'.""], ""reporting"": [""File a detailed report with the FBI's Internet Crime Complaint Center (IC3)."", ""Consider reporting to the Federal Trade Commission (FTC)."", ""Follow up with the sheriff's department for any updates, though initial reports indicate a lack of immediate progress.""]}, ""confidence"": 98}",95
11582419,2025-12-03T15:35:30.220830,636,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check Scam""}, ""red_flags"": {""communication"": [""Claimed to be a company but engaged in fraudulent activity.""], ""financial"": [""Victim sent money via Zelle for equipment purchase."", ""Scammer sent fake checks."", ""Significant financial loss reported.""], ""job_posting"": [], ""hiring_process"": [""Company sent fake checks to purchase equipment for the victim to work."", ""The scam was so common they claimed to see it 'all the time' but had no safety features.""], ""work_activity"": [""The scam involved setting up the victim to 'work' by purchasing equipment.""]}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim lost a significant sum of money, and the scam involved sophisticated financial deception through fake checks and payment platforms.""}, ""victim_profile"": {""vulnerability_factors"": [""Actively seeking employment (XXXX XXXX XXXX XXXX suggests a need or desire for a specific role)."", ""Trusting the 'company' to facilitate equipment purchase.""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""If the payment plan is still active and the victim can afford to, consider accelerating payments to resolve the debt faster."", ""Maintain detailed records of all communication and transactions with the entity that defrauded them.""], ""verification_steps"": [""Continue to monitor financial accounts for any further suspicious activity."", ""If the victim has not already done so, report the fraud to their bank and the payment platform used (Zelle).""], ""reporting"": [""Report the scam to law enforcement (local police, FBI's Internet Crime Complaint Center - IC3)."", ""Report the scam to consumer protection agencies (e.g., Federal Trade Commission - FTC).""]}, ""confidence"": 98}",95
11913356,2025-12-03T15:35:31.834781,3015,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check Scam""}, ""red_flags"": {""communication"": [""Approached for a role without actively applying."", ""Individual claimed to work for a legitimate-sounding entity but contact information for the company is not provided."", ""Pressure to cash a check immediately upon receipt."", ""Sudden changes in project scope and cancellations."", ""Demands for immediate repayment of funds."", ""Individual became unreachable ('went dark') after being confronted about the invalid check.""], ""financial"": [""Payment was provided in advance via a check."", ""The check was subsequently revealed to be fake."", ""Victim was asked to send money back in waves."", ""Victim lost money due to the reversed check and the funds sent back.""], ""job_posting"": [], ""hiring_process"": [""Provided a check in advance for services."", ""Requested personal financial information (bank details) for check distribution."", ""No clear indication of the actual employer or their vetting process for the victim."", ""Emphasis on cashing the check digitally as soon as possible.""], ""work_activity"": [""Project scope was significantly reduced and canceled in phases shortly after receiving payment."", ""Requested repayment of funds based on project cancellations."", ""Provided a fabricated document (from the school) to justify project cancellation.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""{[AMOUNT]} (initial check amount) + {[AMOUNT]} (sent back digitally) = Total loss from the fake check scam. The exact amount sent back is also a direct loss."", ""explanation"": ""The victim has lost money from the initial fake check and the funds they sent back to the scammer. The bank's denial of the claim exacerbates the financial loss.""}, ""victim_profile"": {""vulnerability_factors"": [""Eagerness to take on a new project/work."", ""Trusting the legitimacy of the provided check and communication."", ""Inexperience with common scam tactics."", ""Possible financial need that makes the advance payment attractive.""], ""risk_level"": ""High""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Cease all communication with the individual named XXXX."", ""Do not send any further money to anyone associated with this scheme."", ""Secure all communication records (emails, texts) and any documents provided by the scammer (e.g., the fake check, the 'school' document).""], ""verification_steps"": [""If the company the scammer claimed to represent is real, try to contact them directly through official channels (website, known phone numbers) to report the impersonation."", ""Analyze the 'school' document for any inconsistencies or signs of forgery."", ""Review bank statements to confirm the exact amounts lost and the timeline of transactions.""], ""reporting"": [""File a detailed complaint with the Federal Trade Commission (FTC) at ReportFraud.ftc.gov."", ""Report the scam to the Internet Crime Complaint Center (IC3) at www.ic3.gov."", ""Contact local law enforcement and provide them with all collected evidence."", ""Consider filing a complaint with the Consumer Financial Protection Bureau (CFPB) if applicable."", ""Notify the financial institution where the fake check was cashed, even though the initial claim was denied, to ensure they are aware of the ongoing scam.""]}, ""confidence"": 98}",95
11576878,2025-12-03T15:35:33.229019,673,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check Scam""}, ""red_flags"": {""communication"": [""Implies communication from a fraudulent organization disguised as a charity.""], ""financial"": [""Receiving an illegitimate check with instructions to transfer funds."", ""The check bounced, indicating it was fraudulent."", ""Victim lost money that was transferred."", ""The compensation received was less than the loss."", ""Insurance company denied claim due to nature of the 'theft'.""], ""job_posting"": [""While not explicitly stated in the complaint, the context implies the initial interaction was presented as an employment opportunity.""], ""hiring_process"": [""The hiring process involved receiving a check, which is a common tactic in fake check scams.""], ""work_activity"": [""The 'work' involved cashing a check and transferring funds, a hallmark of money mule scams or fake check scams.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim lost a significant sum of money due to a fraudulent check and subsequent transfer.""}, ""victim_profile"": {""vulnerability_factors"": [""Desire for employment."", ""Belief in a charitable organization's mission."", ""Lack of awareness of fake check scam tactics."", ""Trust in provided payment methods (e.g., Zelle without proper warnings about the transaction).""], ""risk_level"": ""High""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Advise the victim to never cash or deposit checks from unknown sources, especially those requiring immediate fund transfers."", ""Educate the victim on how to identify fake check scams.""], ""verification_steps"": [""Review any documentation or communication provided by the scammer, even if it seems legitimate."", ""Cross-reference any company information provided with official business registries."", ""Be wary of any job offer that requires you to pay money upfront or handle money for a third party."", ""Never share personal or financial information with unverified individuals or companies.""], ""reporting"": [""Report the incident to the Federal Trade Commission (FTC)."", ""Report the incident to the Internet Crime Complaint Center (IC3)."", ""Report the incident to the financial institution where the check was cashed and where the funds were transferred."", ""Continue to pursue any avenues for restitution or assistance, even if previous attempts were unsuccessful. Consider contacting consumer protection agencies at the state level.""]}, ""confidence"": 98}",95
4635636,2025-12-03T15:35:35.711401,714,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check Scam / Money Mule Scam""}, ""red_flags"": {""communication"": [""Unsolicited contact/offer of employment is suspicious, especially if it involves money upfront.""], ""financial"": [""Receiving a check for more than the promised amount, with instructions to send the excess back."", ""Being pressured to send money via money order or overnight mail."", ""The need to deposit a check and then immediately send a portion of the funds elsewhere.""], ""job_posting"": [""The initial job description (implied by the offer) likely did not clearly outline the actual tasks, which seem to revolve around financial transactions.""], ""hiring_process"": [""The quickness of receiving a check suggests a rushed and potentially fraudulent process."", ""The ease with which personal information was collected and a check was issued without proper vetting.""], ""work_activity"": [""The primary 'work' activity described is depositing a check and then sending money out, which is a classic money mule or fake check scam.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""High (The victim has already lost funds and may be liable for bounced check fees and any funds sent."", ""explanation"": ""The victim has already sent money and is now facing the consequences of a bounced check and the loss of the funds they sent out. They are also at risk of further financial penalties and potential legal issues if the original check bounces.""}, ""victim_profile"": {""vulnerability_factors"": [""Unemployed"", ""Seeking to make extra money"", ""Trusting nature""], ""risk_level"": ""High""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Contact their bank immediately to report the fraudulent check and inquire about any potential liability for bounced check fees."", ""Continue to follow up with the bank regarding the claim and any potential for recovery.""], ""verification_steps"": [""Gather all documentation related to the communication, the check received, and any proof of money orders sent."", ""Try to identify the full details of the 'company' that offered the job, if possible.""], ""reporting"": [""File a complaint with the Federal Trade Commission (FTC) at ReportFraud.ftc.gov."", ""Report to the Internet Crime Complaint Center (IC3) at www.ic3.gov."", ""Report to local law enforcement, especially if they have specific details about the individuals involved or the transaction locations.""]}, ""confidence"": 98}",95
4516979,2025-12-03T15:35:36.958075,2240,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check/Money Order Scam""}, ""red_flags"": {""communication"": [""Initial contact via email from someone other than the original poster of the job listing."", ""Job description involved running personal errands and facilitating 'donations' which is a common tactic to obscure the illicit nature of the activity."", ""The speed of the hiring process was extremely rapid."", ""The offer of a set price per week for approximately 30 hours of work, especially for a seemingly undefined role."", ""The scammer's willingness to have the victim send money orders to a specific address, which can be a way to launder money or obtain goods fraudulently.""], ""financial"": [""The use of a fake check that bounced."", ""The requirement to purchase money orders and split them into multiple orders, a common money laundering technique."", ""The victim's bank account being overdrawn due to the bounced check."", ""The bank's reluctance to reverse funds, indicating a loss for the victim."", ""The mention of sending money orders to an address in Texas, which could be a disposable location.""], ""job_posting"": [""The original job listing being removed from the website shortly after application."", ""The school district verifying they did not host the listing for the described position.""], ""hiring_process"": [""The job offer being rerouted through a 'partner' of the supposed employer."", ""The extremely quick start date (the following week)."", ""The role involving personal errands and handling funds for 'donations' without clear oversight or legitimate purpose.""], ""work_activity"": [""The work described as running personal errands and handling donations."", ""The financial transactions involving purchasing items and sending money orders."", ""The victim being asked to handle funds that were ultimately fraudulent.""]}, ""financial_risk"": {""level"": ""Critical"", ""potential_loss"": ""Unspecified but significant given bank overdraft and loss of funds from money orders."", ""explanation"": ""The victim has suffered financial losses due to a bounced check and the value of the money orders sent, leading to an overdrawn bank account and potential debt. The exact amount is not stated but the nature of the transactions suggests substantial loss.""}, ""victim_profile"": {""vulnerability_factors"": [""Recent homelessness and unemployment, indicating a strong need for income."", ""Effort to maintain a positive bank balance and avoid negative status."", ""Trust in the legitimacy of job postings and communicated offers."", ""Lack of immediate suspicion, leading to execution of scammer's instructions.""], ""risk_level"": ""High""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Continue to cooperate fully with law enforcement and investigative agencies."", ""Gather and preserve all communication records (emails, texts), bank statements, check copies, money order receipts, and any other relevant documentation."", ""If any further contact is made by the scammers, do not engage and report it immediately to law enforcement.""], ""verification_steps"": [""Continue to follow up with the bank regarding any potential recourse, though it is unlikely given the circumstances."", ""If possible, attempt to track the money orders through the postal service for any further leads, although success is not guaranteed given the nature of scams."", ""Be extremely cautious of any future job offers, especially those with similar red flags.""], ""reporting"": [""Ensure all previously filed reports (police, FTC, Internet crime, USPS) are complete and that case numbers have been obtained."", ""If not already done, file a report with the issuing bank of the fake check, although this may be a secondary step after initial bank notification."", ""Consider reporting to relevant consumer protection agencies in the victim's state.""]}, ""confidence"": 98}",95
5903957,2025-12-03T15:35:40.058803,2103,"{""scam_probability"": 95, ""scam_type"": {""primary_category"": ""Financial Mark Scams"", ""subcategory"": ""Fake Check Scam""}, ""red_flags"": {""communication"": [""The initial email looked promising but the overall experience turned out to be 'too good to be true'.""], ""financial"": [""Receiving multiple checks from a company for unstated purposes."", ""Instructions to deposit these checks and then use the funds for specific purchases (work laptop, software, office set-up)."", ""Instructions to make payments via a third-party service (likely a payment app or service)."", ""The deposited checks were returned by the bank, indicating they were fraudulent."", ""The victim effectively used their own funds to cover the fraudulent payments.""], ""job_posting"": [""The job description looked legitimate, but the overall scenario suggests it was a lure.""], ""hiring_process"": [""Remote interview."", ""Job offer received via email."", ""Ability to ask questions via email and receive appropriate answers (this is a common tactic to build trust)."", ""The 'hiring department employees' provided instructions on financial transactions.""], ""work_activity"": [""Instructions to purchase equipment and set up an office, which is often a precursor to a fake check scam where the victim is instructed to buy items and send them to a third party or a specific address.""]}, ""financial_risk"": {""level"": ""High"", ""potential_loss"": ""{[AMOUNT]}"", ""explanation"": ""The victim has likely lost the full amount sent via the third-party payment service, plus any associated fees, and potentially overdraft fees or negative balance issues with their bank due to the bounced checks. The exact amount lost is explicitly stated as {[AMOUNT]} in the complaint.""}, ""victim_profile"": {""vulnerability_factors"": [""Unemployed status, indicating a strong need for a job."", ""Loyal customer of their bank for over 20 years, suggesting a level of trust and potentially less suspicion towards banking processes.""], ""risk_level"": ""Medium""}, ""evidence_strength"": ""Strong"", ""recommendations"": {""immediate_actions"": [""Continue to cooperate fully with Citizens Bank and the police investigation."", ""Monitor bank accounts closely for any further fraudulent activity."", ""Dispute any remaining charges associated with the fraudulent transactions if not already done.""], ""verification_steps"": [""If the victim is still seeking employment, thoroughly vet any potential employers. Look for legitimate company websites, professional LinkedIn profiles of employees, and verify physical addresses."", ""Never accept checks for more than the cost of equipment or services and never be asked to send money back or to a third party."", ""Be wary of job offers that are too good to be true or that require you to pay for equipment upfront."", ""Always verify job offers directly with a company through official channels (e.g., by calling a publicly listed number on their website, not a number provided by the potential employer).""], ""reporting"": [""Already reported to local police precinct and Federal Trade Commission."", ""Consider reporting to the relevant financial regulatory bodies if the company claims to be a regulated entity.""]}, ""confidence"": 98}",95
